workerId,video.left,video.right,o.true,c.true,e.true,a.true,n.true,o.answer,c.answer,e.answer,a.answer,n.answer
A2UF2FRGVW4T89,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,right,left,right,left
A3QZMGTVA4VO44,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,left,left
A26399B1QZ7XJJ,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,left,right,left
A2QD9PJUKW7PKK,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,left,left
A1IU5OP7BBZHZ7,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,left,right,right
A3O81LHBBI8NPK,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,right,left
A2D7SD76AM3Y9C,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,right,right,left,right
A3QS7M912JGKFD,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,left,right,left
A272A0JGRTBFCR,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,right,right,right,right
AH3ER3EJXHRO2,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,left,right,left
AISFU4P55HYEH,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,left,right,left
A13XXMDHOULEZ7,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,right,left,left,left
A1NF6PELRKACS9,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,right,right
A18LFH7XW61JO9,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,left,left
A3EG4C9T4F5DUR,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,left,right
A5LYLHG880ABE,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,right,right,right,left
A2J237J8KM3OCS,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,right,right,left,left
ASWZO1WY1UHEP,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,left,right,left
A3UUH3632AI3ZX,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,left,left
A2SSYBUT9ZM0G9,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,left,left,right
A3CAF7LTD3ORSG,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,right,left,left,left
A1Q7VWUBIJOK17,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,right,left
AMX5R6NLYNA2K,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,right,left
A1CF6U3GF7DZEJ,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,left,right
A1EX0MEOPF8AHT,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,left,left,right
A3169N2SCN3ENK,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,right,left,left
A3QI1RV4HQ9MOC,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,left,left,right,left,right
A22KRF782ELLB0,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,left,left,left,right,left,left,left,left
A1CF6U3GF7DZEJ,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,right,right,left,left
A3QZMGTVA4VO44,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,right,left,right,right,left
AISFU4P55HYEH,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,left,left
A3QS7M912JGKFD,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,right,left,right,left,left
ARJ6SPCZJVARE,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,left,left
A2QD9PJUKW7PKK,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,right,right,left,right
A13XXMDHOULEZ7,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,right,right
A3EG4C9T4F5DUR,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,right,left
A5LYLHG880ABE,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,left,left
A2J237J8KM3OCS,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,right,right
ASWZO1WY1UHEP,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,right,left
A18LFH7XW61JO9,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,right,left
A1IU5OP7BBZHZ7,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,right,left,right,right,left
A3UUH3632AI3ZX,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,left,left
A3169N2SCN3ENK,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,right,left
A3QI1RV4HQ9MOC,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,left,right
A1Q7VWUBIJOK17,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,right,left
A3O81LHBBI8NPK,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,left,left
AMX5R6NLYNA2K,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,left,left
A1NF6PELRKACS9,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,right,left
AH3ER3EJXHRO2,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,right,right,right,left
A2UF2FRGVW4T89,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,right,right,right,left,left
A26399B1QZ7XJJ,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,right,left,left,right,left
A22KRF782ELLB0,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,left,left
A1EX0MEOPF8AHT,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,right,right,left,left,left
A1S88VQY8G8CNC,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,right,left,right,right,left
A3CAF7LTD3ORSG,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,left,left,right,left,left
A272A0JGRTBFCR,40bb63a7fd_34.mp4,6e8b99814c_12.mp4,right,left,right,left,right,right,left,left,left,left
AHV4U78TUUDKI,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,right,right
A2QD9PJUKW7PKK,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,right,right,left,left
A3O81LHBBI8NPK,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,right,left
A1IU5OP7BBZHZ7,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,right,right
A1S88VQY8G8CNC,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,right,right
A1Q7VWUBIJOK17,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,right,right
A1EX0MEOPF8AHT,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,right,right,left,left
ASWZO1WY1UHEP,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,left,right,right,right,right
A3QZMGTVA4VO44,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,left,right
A22KRF782ELLB0,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,left,right
A3CAF7LTD3ORSG,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,right,left
A272A0JGRTBFCR,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,left,right,right,right,right
A3QS7M912JGKFD,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,right,left,left,left
AMX5R6NLYNA2K,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,left,right
A2J237J8KM3OCS,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,left,right,right
A3EG4C9T4F5DUR,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,left,right,right
A1CF6U3GF7DZEJ,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,right,right,left,right
A5LYLHG880ABE,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,left,right,left,right,right
A3169N2SCN3ENK,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,left,right
A1NF6PELRKACS9,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,right,right
A18LFH7XW61JO9,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,left,right
A3UUH3632AI3ZX,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,left,right
A3QI1RV4HQ9MOC,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,left,right,right,left,right
A2XI3DX3IJ1TAV,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,right,left
A2UF2FRGVW4T89,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,left,left
AISFU4P55HYEH,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,right,left,right
A26399B1QZ7XJJ,82ab936b7a_3.mp4,252dd328ef_4.mp4,right,right,right,left,left,right,left,left,right,right
A18LFH7XW61JO9,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,left,left
A2XI3DX3IJ1TAV,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,left,left
AISFU4P55HYEH,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,left,left
A3CAF7LTD3ORSG,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,left,left,left,right
A1S88VQY8G8CNC,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,left,right
A3EG4C9T4F5DUR,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,left,right
A2QD9PJUKW7PKK,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,right,left
A13XXMDHOULEZ7,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,left,right,left,right
A2ZV821LZHVOHD,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,left,right,right,left
A3QZMGTVA4VO44,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,right,right
AMX5R6NLYNA2K,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,left,left
ASWZO1WY1UHEP,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,left,left
A272A0JGRTBFCR,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,right,left,right,right
A1CF6U3GF7DZEJ,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,left,left
A5LYLHG880ABE,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,left,right,right
A2PEXE95UD6Y5S,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,left,right,left,left
A3QI1RV4HQ9MOC,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,right,left,right,left
A3169N2SCN3ENK,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,left,right,left,left
A22KRF782ELLB0,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,left,right,left,left
A3TUMZ954ORSUC,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,left,left,right
A2D7SD76AM3Y9C,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,right,left,left,left
A1EX0MEOPF8AHT,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,right,left,right,left
A3UUH3632AI3ZX,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,left,right,left,right
A1Q7VWUBIJOK17,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,left,left,right
A1NF6PELRKACS9,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,left,right,left,right
A1IU5OP7BBZHZ7,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,right,right,right,right
A26399B1QZ7XJJ,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,left,right,right
A3O81LHBBI8NPK,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,right,left,right,left,right
A3QS7M912JGKFD,c651eb1676_139.mp4,7a393124cb_13.mp4,left,right,left,left,right,left,left,right,left,left
A18LFH7XW61JO9,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,left,left,right
AH3ER3EJXHRO2,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,left,left,right,right
A1S88VQY8G8CNC,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,left,left,left,left
A22KRF782ELLB0,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,left,left,right
A3QI1RV4HQ9MOC,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,left,left,right,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,left,left,right
A1NF6PELRKACS9,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,left,right,left
A26399B1QZ7XJJ,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,right,left,left,left
A13XXMDHOULEZ7,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,left,left,right,left
A3QZMGTVA4VO44,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,left,left,left,left
A2QD9PJUKW7PKK,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,right,left,right,right
A1EX0MEOPF8AHT,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,right,left,right,right
AISFU4P55HYEH,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,left,left,right
A2J237J8KM3OCS,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,right,right,left,right
A3CAF7LTD3ORSG,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,right,left,left,left
A1IU5OP7BBZHZ7,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,left,right,left
A3UUH3632AI3ZX,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,left,right,right
A3QS7M912JGKFD,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,left,right,left,right
A2R76CKAHFJ6JM,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,right,right,right
A3169N2SCN3ENK,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,left,left,right
A3EG4C9T4F5DUR,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,right,left,left,left
AMX5R6NLYNA2K,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,right,left,right,left
A2XI3DX3IJ1TAV,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,right,right,right
A1NHTBY5YB9JH7,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,right,left,right,right
A5LYLHG880ABE,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,right,left,right,right
A1Q7VWUBIJOK17,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,right,left,left,left,right
A3O81LHBBI8NPK,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,left,left,right,right
A1CF6U3GF7DZEJ,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,right,left,right,left
A272A0JGRTBFCR,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,left,left,right,right,left,right,right,left,left
A3169N2SCN3ENK,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,right,right,left
A2UF2FRGVW4T89,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,left,left
ASWZO1WY1UHEP,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,right,right,left
A2J237J8KM3OCS,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,left,right,left,left
A1NH9LK567B862,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,right,left
AURYD2FH3FUOQ,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,right,right,left
A2QD9PJUKW7PKK,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,left,right
A32UE0WDFAUWBE,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,right,right
AISFU4P55HYEH,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,right,right,left
A3CAF7LTD3ORSG,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,left,right,left
AMX5R6NLYNA2K,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,left,left
A1S88VQY8G8CNC,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,right,left
A3QS7M912JGKFD,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,right,right
A3O81LHBBI8NPK,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,left,right,right
APSN3KV49VLKX,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,left,left
A22KRF782ELLB0,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,left,right,right
A1Q7VWUBIJOK17,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,right,right
A1L8RL58MYU4NC,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,left,right,right
A3QZMGTVA4VO44,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,left,right,left
AH3ER3EJXHRO2,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,left,right,left
A36LOA6VLJU157,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,right,left
A2KJ983WWTEK4L,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,right,right,left
A18LFH7XW61JO9,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,right,left
A16FIPBHBYLFKY,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,right,right
A3UUH3632AI3ZX,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,right,right,left
A2XI3DX3IJ1TAV,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,right,right,left
A11SX02CICZN85,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,left,left,right,left
A1IU5OP7BBZHZ7,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,left,right,left,right,left
A1NF6PELRKACS9,446caa6f5f_46.mp4,c8c00639ec_18.mp4,left,right,right,right,left,right,right,right,left,right
A3QS7M912JGKFD,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,left,left,left,left
A2XI3DX3IJ1TAV,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,right
A3O81LHBBI8NPK,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,left
A1NF6PELRKACS9,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,left
AISFU4P55HYEH,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,left
A2J237J8KM3OCS,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,right
AH3ER3EJXHRO2,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,left,left
A314XJY8V1YL12,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,left
AMX5R6NLYNA2K,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,right
A1L8RL58MYU4NC,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,right
A2KJ983WWTEK4L,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,left,left
A22KRF782ELLB0,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,left
A18LFH7XW61JO9,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,right
A3UUH3632AI3ZX,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,left,right,left,right,right
A3I1W58P6SIV26,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,left
A3TUMZ954ORSUC,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,left
A2UF2FRGVW4T89,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,right,left
A16FIPBHBYLFKY,dfbe16e76b_56.mp4,2cb5b3df8d_4.mp4,right,right,left,right,right,right,right,left,left,right
