video,trait,selectedCnt,totalCnt
2630e932f0_37.mp4,o,6,16
dfbe16e76b_25.mp4,o,2,4
b455f02826_2.mp4,c,0,4
4fdf48c5b7_2.mp4,c,7,8
63d4150e21_8.mp4,e,6,9
4b8d550db2_7.mp4,e,3,4
40bb63a7fd_7.mp4,a,2,4
c651eb1676_138.mp4,a,2,4
5990ff1239_8.mp4,n,3,4
c33dad9f29_16.mp4,n,1,4
049dbc8289_76.mp4,o,3,5
e3a65645cf_13.mp4,o,2,5
9928319982_18.mp4,c,1,5
dad8f52d67_21.mp4,c,4,5
8672769492_58.mp4,e,4,9
1a0f97af1e_3.mp4,e,2,5
61476146da_1.mp4,a,2,5
b056ba1559_3.mp4,a,3,5
f7c3f8989b_22.mp4,n,3,5
ca8d046ddd_1.mp4,n,3,10
b060020015_4.mp4,o,5,8
25544b57d1_2.mp4,o,2,5
9928319982_3.mp4,c,3,5
7770f52caa_1.mp4,c,2,5
c33dad9f29_21.mp4,e,3,5
446caa6f5f_77.mp4,e,2,5
0014697d89_16.mp4,a,2,5
0e90f800ce_22.mp4,a,8,14
0e90f800ce_9.mp4,n,4,5
6a10f8759a_36.mp4,n,1,5
0a6455dbb0_9.mp4,o,7,9
837d3a2ed9_14.mp4,o,2,5
50f1e03687_6.mp4,c,2,8
7bd0303cc6_42.mp4,c,8,10
068371806d_35.mp4,e,2,5
97ab48dd55_12.mp4,e,3,5
d858a95536_9.mp4,a,3,5
0e90f800ce_51.mp4,a,2,5
1d9e03f6e0_8.mp4,n,1,5
0601b6267e_8.mp4,n,4,5
f5853adc98_23.mp4,o,15,24
2630e932f0_52.mp4,o,1,4
2598d31ae3_1.mp4,c,2,4
eb87c332e2_28.mp4,c,2,4
c651eb1676_12.mp4,e,2,4
154ece9b23_2.mp4,e,2,4
b15da5f794_4.mp4,a,0,4
61476146da_7.mp4,a,4,4
d36034bdbf_6.mp4,n,2,4
0a6455dbb0_1.mp4,n,2,4
4fdf48c5b7_65.mp4,o,1,4
d858a95536_79.mp4,o,6,14
c33dad9f29_2.mp4,c,2,4
c651eb1676_13.mp4,c,2,4
4c08eeaf99_97.mp4,e,1,4
25544b57d1_7.mp4,e,3,4
c651eb1676_49.mp4,a,0,4
8d0ee9e27f_8.mp4,a,4,4
5990ff1239_13.mp4,n,3,8
61476146da_23.mp4,n,4,4
f30a397b0c_27.mp4,o,2,4
0e90f800ce_50.mp4,o,2,4
0a368dff45_26.mp4,c,2,4
9948bda475_7.mp4,c,2,4
2598d31ae3_7.mp4,e,0,4
f1f80e5aa0_12.mp4,e,4,4
4c08eeaf99_72.mp4,a,1,4
5990ff1239_13.mp4,a,3,4
e8477b04ec_61.mp4,n,3,4
e360674f8b_38.mp4,n,1,4
4274b5c7b4_23.mp4,o,2,4
c651eb1676_25.mp4,o,2,4
db8c3db135_11.mp4,c,1,4
392b9627d1_7.mp4,c,3,4
d858a95536_78.mp4,e,2,4
b8a4c17fbe_6.mp4,e,2,4
720fccf6b1_50.mp4,a,0,4
0e90f800ce_7.mp4,a,4,4
720fccf6b1_85.mp4,n,2,4
2630e932f0_47.mp4,n,2,4
5dbe49fbc2_37.mp4,o,1,5
ddae83d7b2_6.mp4,o,4,5
f2d95ed15e_63.mp4,c,1,5
4274b5c7b4_73.mp4,c,4,5
252dd328ef_7.mp4,e,2,5
6a223d2f44_15.mp4,e,3,5
2630e932f0_44.mp4,a,3,5
15b660a496_13.mp4,a,2,5
4c08eeaf99_17.mp4,n,1,5
c651eb1676_137.mp4,n,4,5
4fdabf2807_8.mp4,o,2,4
1a0f97af1e_61.mp4,o,4,8
c77d5af3d1_1.mp4,c,0,4
2457d01ae7_16.mp4,c,4,9
84125c414e_7.mp4,e,9,14
720fccf6b1_81.mp4,e,1,4
d858a95536_49.mp4,a,1,4
2cb5b3df8d_85.mp4,a,3,4
81ef830580_31.mp4,n,2,4
2630e932f0_18.mp4,n,2,4
17becab0e7_5.mp4,o,0,4
7bd0303cc6_28.mp4,c,3,4
e8477b04ec_36.mp4,c,1,4
0a368dff45_2.mp4,e,1,9
446caa6f5f_80.mp4,e,13,18
e8de8bb4d0_9.mp4,a,2,4
ca6f968de3_2.mp4,a,2,4
1b3d1fb598_2.mp4,n,2,4
c651eb1676_88.mp4,n,2,4
0a6455dbb0_111.mp4,o,3,5
9369d89203_16.mp4,o,4,9
abbac10d03_5.mp4,c,1,5
f30a397b0c_41.mp4,c,4,5
0c5b027fa3_1.mp4,e,4,5
4fdf48c5b7_32.mp4,e,1,5
222c522dd4_17.mp4,a,2,5
446caa6f5f_58.mp4,a,3,5
4fdf48c5b7_61.mp4,n,2,5
90fa235810_1.mp4,n,6,10
4c08eeaf99_55.mp4,o,2,5
dad8f52d67_13.mp4,c,10,15
0014697d89_13.mp4,c,2,5
21ad80e26e_7.mp4,e,2,5
4fdf48c5b7_68.mp4,e,3,5
c651eb1676_123.mp4,a,2,5
049dbc8289_2.mp4,a,3,5
ef2f7d7dbf_93.mp4,n,2,5
d88213a113_9.mp4,n,3,5
3aabfe0590_15.mp4,o,2,5
f5853adc98_36.mp4,o,8,13
b060020015_13.mp4,c,2,5
8672769492_60.mp4,c,5,10
d858a95536_128.mp4,e,1,5
8d0ee9e27f_12.mp4,a,4,5
8672769492_7.mp4,a,1,5
faf57b8b8a_5.mp4,n,3,5
2cb5b3df8d_48.mp4,n,2,5
068371806d_35.mp4,o,3,5
c8c00639ec_7.mp4,o,2,5
7f0ab09185_7.mp4,c,5,5
154ece9b23_12.mp4,c,2,8
3f81e67c9b_11.mp4,e,0,5
5b826163ee_5.mp4,e,5,5
0a6455dbb0_115.mp4,a,1,5
7bd0303cc6_35.mp4,a,5,9
2cb5b3df8d_82.mp4,n,1,5
5990ff1239_18.mp4,n,9,11
a6a618dc02_5.mp4,o,4,5
71da375aff_5.mp4,o,1,5
d471c3cc18_12.mp4,c,1,5
400f09a2d4_33.mp4,c,4,5
1ffcdc3b90_10.mp4,e,4,5
d858a95536_100.mp4,e,1,5
f760d38652_8.mp4,a,2,5
6e8b99814c_10.mp4,a,3,5
c33dad9f29_6.mp4,n,1,5
d858a95536_64.mp4,n,4,5
4b8d550db2_15.mp4,o,4,5
4fdf48c5b7_52.mp4,c,3,5
f30a397b0c_39.mp4,c,2,5
0a6455dbb0_85.mp4,e,3,5
540c0cba0a_203.mp4,e,2,5
effd43f74d_1.mp4,a,2,5
0c5b027fa3_13.mp4,a,3,5
cbb1666eaf_6.mp4,n,1,5
d858a95536_70.mp4,n,4,5
0a6455dbb0_39.mp4,o,2,4
dad8f52d67_6.mp4,o,2,4
3aabfe0590_18.mp4,c,3,4
4274b5c7b4_97.mp4,c,1,4
2065891685_5.mp4,e,0,4
e2298a78bc_11.mp4,e,4,4
1a0f97af1e_2.mp4,a,2,4
40bb63a7fd_56.mp4,a,2,4
8c8de3ceb3_22.mp4,n,4,4
0b1b1a67eb_13.mp4,n,4,9
df2b112a9a_6.mp4,o,6,9
c8c00639ec_105.mp4,o,2,4
4fdf48c5b7_44.mp4,c,2,4
954d841dcb_5.mp4,c,2,4
9928319982_9.mp4,e,0,4
d101e676ba_13.mp4,e,4,4
161a5444ff_2.mp4,a,3,4
c651eb1676_4.mp4,n,0,4
e8477b04ec_60.mp4,n,4,4
161a5444ff_3.mp4,o,2,4
b0390cf0b5_4.mp4,o,2,4
f1d34d8f6a_1.mp4,c,2,4
dad8f52d67_19.mp4,c,2,4
d858a95536_20.mp4,e,1,4
b2f72bb343_15.mp4,e,7,9
1a0f97af1e_12.mp4,a,2,4
f2d95ed15e_38.mp4,a,2,4
f410feada7_7.mp4,n,3,4
049dbc8289_73.mp4,n,1,4
f2d95ed15e_67.mp4,o,2,5
f5853adc98_4.mp4,o,12,19
d858a95536_11.mp4,c,7,14
97ab48dd55_4.mp4,c,3,5
2d3a17b517_1.mp4,e,4,5
d858a95536_47.mp4,e,1,5
6e8b99814c_23.mp4,a,3,5
40bb63a7fd_66.mp4,a,2,5
d858a95536_63.mp4,n,4,5
fd4c232a11_3.mp4,n,1,5
2cb5b3df8d_79.mp4,o,3,5
3fb0a97a52_4.mp4,c,3,5
3a1838f3bb_8.mp4,c,6,14
4fdf48c5b7_5.mp4,e,1,5
540c0cba0a_48.mp4,e,4,5
720fccf6b1_77.mp4,a,2,5
e3a40d1a75_48.mp4,n,4,5
0e90f800ce_9.mp4,o,6,9
5d4347c609_5.mp4,o,1,4
dad8f52d67_17.mp4,c,2,4
7bd0303cc6_63.mp4,c,2,4
54e727b94e_20.mp4,e,2,4
99a718fbeb_15.mp4,e,2,4
4b8d550db2_11.mp4,a,3,4
c651eb1676_161.mp4,a,1,4
0a6455dbb0_97.mp4,n,0,4
e5124f7ead_8.mp4,n,4,4
8672769492_43.mp4,o,2,5
e893ca6146_9.mp4,c,4,9
daca3c1672_3.mp4,e,3,5
d36034bdbf_2.mp4,a,4,5
f1d34d8f6a_12.mp4,a,1,5
17becab0e7_17.mp4,n,3,10
84fecd8025_9.mp4,n,2,5
2630e932f0_20.mp4,o,4,8
068371806d_23.mp4,o,2,4
e3a65645cf_6.mp4,c,1,4
720fccf6b1_84.mp4,c,3,4
0a368dff45_10.mp4,e,3,4
d858a95536_132.mp4,e,1,4
d858a95536_70.mp4,a,2,4
0e90f800ce_10.mp4,a,2,4
1ffcdc3b90_9.mp4,n,3,4
8697cd1090_21.mp4,n,1,4
f30a397b0c_30.mp4,o,1,4
ef2f7d7dbf_29.mp4,o,3,4
8697cd1090_17.mp4,c,1,4
dabac09516_6.mp4,e,1,4
1a0f97af1e_9.mp4,e,3,4
dfbe16e76b_37.mp4,a,4,4
0a6455dbb0_77.mp4,a,0,4
c8c00639ec_1.mp4,n,2,4
0a6455dbb0_113.mp4,n,2,4
f5853adc98_19.mp4,o,9,18
0a368dff45_38.mp4,o,3,4
2d3a17b517_25.mp4,c,0,4
e8477b04ec_58.mp4,c,4,4
6df776419c_7.mp4,e,3,4
40bb63a7fd_55.mp4,e,1,4
0a6455dbb0_31.mp4,a,2,4
2457d01ae7_23.mp4,a,2,4
2db735a1d8_14.mp4,n,3,4
5f94648651_3.mp4,n,1,4
db8c3db135_1.mp4,o,3,5
8d0ee9e27f_2.mp4,c,1,5
4fdf48c5b7_5.mp4,c,4,5
540c0cba0a_106.mp4,e,3,5
9664967346_12.mp4,e,2,5
5990ff1239_14.mp4,a,6,10
0a368dff45_15.mp4,a,2,5
6e8b99814c_23.mp4,n,2,5
540c0cba0a_59.mp4,n,3,5
4274b5c7b4_115.mp4,o,0,4
82ab936b7a_8.mp4,o,5,8
4274b5c7b4_103.mp4,c,0,4
2630e932f0_12.mp4,c,4,4
8c8de3ceb3_3.mp4,e,3,4
d858a95536_19.mp4,e,1,4
e2298a78bc_15.mp4,a,3,4
0569fa067c_4.mp4,a,1,4
7bd0303cc6_4.mp4,n,5,9
d858a95536_96.mp4,n,2,4
e3a65645cf_9.mp4,o,2,4
f7c3f8989b_38.mp4,o,4,8
af0590ec9d_4.mp4,c,2,4
dd5f8421c1_2.mp4,e,3,4
4c08eeaf99_52.mp4,e,1,4
f2d95ed15e_30.mp4,a,1,4
90fa235810_14.mp4,a,4,9
0e90f800ce_10.mp4,n,1,4
9f4b6cb3c2_1.mp4,n,3,4
720fccf6b1_94.mp4,o,2,4
f2d95ed15e_76.mp4,c,1,4
d858a95536_56.mp4,c,3,9
db8c3db135_1.mp4,e,2,4
540c0cba0a_152.mp4,e,2,4
0a6455dbb0_91.mp4,a,1,4
8672769492_41.mp4,a,3,4
540c0cba0a_24.mp4,n,2,4
0e90f800ce_16.mp4,n,2,4
8672769492_33.mp4,o,1,5
81ef830580_22.mp4,o,4,5
dfbe16e76b_8.mp4,c,3,5
81ef830580_61.mp4,c,7,10
84125c414e_14.mp4,e,5,5
f2d95ed15e_56.mp4,e,0,5
7bd0303cc6_84.mp4,a,1,5
4274b5c7b4_96.mp4,a,5,9
323d340cd3_20.mp4,n,4,5
ef2f7d7dbf_63.mp4,n,1,5
dfbe16e76b_41.mp4,o,2,4
1ffcdc3b90_4.mp4,c,3,4
e893ca6146_1.mp4,c,1,4
d858a95536_107.mp4,e,1,4
404cb61dd9_7.mp4,e,8,9
9aae406f24_1.mp4,a,3,4
446caa6f5f_20.mp4,n,1,4
f30a397b0c_15.mp4,o,2,5
8c8de3ceb3_27.mp4,c,1,5
4fdabf2807_15.mp4,c,4,5
720fccf6b1_47.mp4,e,0,5
446caa6f5f_29.mp4,e,5,5
7bd0303cc6_99.mp4,a,0,5
17becab0e7_17.mp4,a,7,10
540c0cba0a_27.mp4,n,1,5
dfbe16e76b_49.mp4,n,4,5
6474d3ca38_11.mp4,o,2,5
99a718fbeb_7.mp4,o,9,18
cbb1666eaf_9.mp4,c,4,5
7a393124cb_18.mp4,c,1,5
9d22732682_20.mp4,e,3,5
d858a95536_58.mp4,e,6,15
63d54ec941_2.mp4,a,3,5
d858a95536_80.mp4,a,2,5
98040a6a3b_4.mp4,n,1,5
1a0f97af1e_22.mp4,n,4,5
dfbe16e76b_24.mp4,o,0,5
0a6455dbb0_82.mp4,o,13,20
40bb63a7fd_66.mp4,c,0,5
4fdf48c5b7_20.mp4,c,14,15
d858a95536_42.mp4,e,0,5
049dbc8289_51.mp4,a,2,5
5990ff1239_18.mp4,a,3,5
8672769492_23.mp4,n,5,5
9369d89203_17.mp4,o,0,4
f3dee66e8b_16.mp4,o,7,9
4274b5c7b4_53.mp4,c,2,4
2db735a1d8_3.mp4,c,2,4
5b826163ee_8.mp4,e,2,4
720fccf6b1_62.mp4,e,2,4
d471c3cc18_4.mp4,a,2,4
7bd0303cc6_100.mp4,a,2,4
a1efe8642e_7.mp4,n,1,4
0a368dff45_7.mp4,n,3,4
6a10f8759a_34.mp4,o,2,4
685fab7ce3_12.mp4,c,2,4
0e90f800ce_6.mp4,e,1,4
e8477b04ec_57.mp4,e,3,4
2630e932f0_22.mp4,a,3,4
1a7096b272_13.mp4,a,1,4
abbac10d03_10.mp4,n,1,4
40bb63a7fd_8.mp4,n,3,4
c651eb1676_36.mp4,o,4,5
8d0ee9e27f_6.mp4,c,3,5
9928319982_7.mp4,c,2,5
6e85d0151e_9.mp4,e,3,5
0601b6267e_11.mp4,e,2,5
40bb63a7fd_36.mp4,a,2,5
dfbe16e76b_41.mp4,a,3,5
5990ff1239_2.mp4,n,4,5
0a6455dbb0_19.mp4,n,1,5
9369d89203_13.mp4,c,2,4
2197da9321_32.mp4,c,2,4
4fdf48c5b7_29.mp4,e,1,4
90fa235810_1.mp4,e,3,4
1a0f97af1e_11.mp4,a,3,4
8672769492_32.mp4,a,1,4
62c05bb425_7.mp4,n,2,4
4fdabf2807_13.mp4,n,2,4
ddae83d7b2_2.mp4,o,1,4
1ffcdc3b90_16.mp4,o,3,4
f7c3f8989b_4.mp4,c,2,4
540c0cba0a_148.mp4,e,2,4
34525d0742_42.mp4,e,2,4
f3dee66e8b_21.mp4,a,1,4
42f5ea1843_5.mp4,a,3,4
9d22732682_1.mp4,n,2,4
b455f02826_2.mp4,n,2,4
ef2f7d7dbf_11.mp4,o,2,5
049dbc8289_3.mp4,o,3,5
e8477b04ec_24.mp4,c,5,5
6a10f8759a_17.mp4,c,0,5
db8c3db135_9.mp4,e,2,5
5f94648651_18.mp4,e,3,5
2d3a17b517_9.mp4,a,3,5
0014697d89_17.mp4,a,2,5
0a368dff45_3.mp4,n,4,5
4274b5c7b4_53.mp4,n,1,5
9928319982_18.mp4,o,3,5
c77d5af3d1_6.mp4,c,2,5
ef2f7d7dbf_80.mp4,c,3,5
446caa6f5f_14.mp4,e,1,9
3d6139bba9_9.mp4,e,5,5
9369d89203_13.mp4,a,4,5
e893ca6146_7.mp4,a,1,5
c651eb1676_134.mp4,n,2,5
b060020015_10.mp4,o,4,10
f7c3f8989b_84.mp4,o,3,5
200601ebff_13.mp4,c,3,5
63d4150e21_6.mp4,e,4,5
d858a95536_80.mp4,e,1,5
d649734465_4.mp4,a,4,5
c33dad9f29_4.mp4,a,1,5
f1f80e5aa0_12.mp4,n,1,5
8672769492_13.mp4,n,4,5
4274b5c7b4_117.mp4,o,2,5
c651eb1676_6.mp4,c,1,5
252dd328ef_5.mp4,e,1,10
c8c00639ec_43.mp4,e,4,5
b2f72bb343_18.mp4,a,3,5
d858a95536_42.mp4,a,2,5
7bd0303cc6_84.mp4,n,3,5
b2f72bb343_17.mp4,n,10,15
6e85d0151e_11.mp4,o,1,5
222c522dd4_22.mp4,c,4,5
5783b084a8_1.mp4,c,1,5
0e90f800ce_11.mp4,e,0,5
d88213a113_9.mp4,e,5,5
0a368dff45_16.mp4,a,4,5
1e93810269_15.mp4,n,2,5
b0fbb33144_4.mp4,n,3,5
62c05bb425_11.mp4,o,2,3
540c0cba0a_181.mp4,c,2,3
ef2f7d7dbf_87.mp4,e,2,3
2cb5b3df8d_77.mp4,e,1,3
4c08eeaf99_30.mp4,a,1,3
24c1c7e0d3_16.mp4,a,2,3
0a6455dbb0_93.mp4,n,0,3
4274b5c7b4_39.mp4,c,2,4
acb1aa28ab_15.mp4,c,5,8
dad8f52d67_11.mp4,e,1,4
446caa6f5f_51.mp4,e,3,4
540c0cba0a_29.mp4,a,2,4
8672769492_64.mp4,a,7,9
3f81e67c9b_2.mp4,n,3,4
7c64f6cfe4_15.mp4,n,1,4
09044899e9_5.mp4,o,2,4
9369d89203_7.mp4,c,0,4
858997d38f_4.mp4,c,8,9
6474d3ca38_13.mp4,e,2,4
c8c00639ec_7.mp4,e,2,4
d36034bdbf_5.mp4,a,1,4
82ab936b7a_2.mp4,a,3,4
7bd0303cc6_29.mp4,n,1,4
4c08eeaf99_25.mp4,n,3,4
9369d89203_5.mp4,o,2,4
98040a6a3b_7.mp4,o,2,4
3d6139bba9_10.mp4,c,3,4
540c0cba0a_183.mp4,c,1,4
d649734465_3.mp4,e,3,4
4f2dda223f_5.mp4,e,1,4
67bda42b8b_18.mp4,a,3,4
ef2f7d7dbf_93.mp4,a,1,4
6b5557f4d0_13.mp4,n,2,4
8c8de3ceb3_35.mp4,n,2,4
50f1e03687_4.mp4,o,2,5
3eeda30ea0_9.mp4,o,3,5
bbd8382a92_2.mp4,c,1,5
d858a95536_9.mp4,e,1,10
3eeda30ea0_5.mp4,a,0,5
e8477b04ec_14.mp4,a,5,5
8672769492_64.mp4,n,4,5
d36034bdbf_3.mp4,n,1,5
40648dbe74_1.mp4,o,2,5
24c1c7e0d3_1.mp4,c,1,5
dfbc6c5b59_1.mp4,e,1,5
4c08eeaf99_22.mp4,e,4,5
3aabfe0590_2.mp4,a,1,5
d101e676ba_7.mp4,a,4,5
1e93810269_20.mp4,n,1,5
f2d95ed15e_55.mp4,n,4,5
3aabfe0590_8.mp4,o,3,5
04ce952d75_53.mp4,c,2,5
2197da9321_24.mp4,c,3,5
8c8de3ceb3_23.mp4,e,3,5
dfbe16e76b_51.mp4,a,4,5
8672769492_57.mp4,a,1,5
d858a95536_80.mp4,n,3,5
6a10f8759a_24.mp4,n,2,5
dd5f8421c1_16.mp4,o,3,5
4d1a00e372_36.mp4,o,2,5
ef2f7d7dbf_38.mp4,c,2,5
5990ff1239_17.mp4,c,3,5
c33dad9f29_15.mp4,a,2,5
7bd0303cc6_4.mp4,a,5,10
685fab7ce3_1.mp4,n,3,5
f2d95ed15e_27.mp4,n,2,5
53f9b0471a_7.mp4,o,2,5
736161a978_1.mp4,c,3,5
d858a95536_70.mp4,c,2,5
c8c00639ec_78.mp4,e,1,5
8c8de3ceb3_24.mp4,e,4,5
5990ff1239_29.mp4,a,5,10
4cb2b138db_3.mp4,a,4,5
4c08eeaf99_147.mp4,n,2,5
e8477b04ec_3.mp4,n,3,5
2db735a1d8_14.mp4,o,2,5
446caa6f5f_37.mp4,o,3,5
2fc379ac56_1.mp4,c,3,5
4274b5c7b4_102.mp4,c,2,5
e360674f8b_42.mp4,e,4,5
a1efe8642e_7.mp4,e,1,5
0a6455dbb0_93.mp4,a,2,5
e8477b04ec_2.mp4,a,3,5
720fccf6b1_38.mp4,n,0,5
713988ddb7_8.mp4,o,1,5
34525d0742_17.mp4,o,4,5
8c8de3ceb3_7.mp4,e,2,5
c66e5d3516_4.mp4,a,3,5
f760d38652_2.mp4,n,0,5
0c5b027fa3_2.mp4,n,5,5
eb87c332e2_6.mp4,o,3,5
40bb63a7fd_24.mp4,o,2,5
c651eb1676_24.mp4,c,0,5
6474d3ca38_20.mp4,e,1,5
2598d31ae3_6.mp4,e,4,5
8672769492_65.mp4,a,2,5
90fa235810_2.mp4,a,3,5
82ab936b7a_18.mp4,n,1,5
61476146da_1.mp4,n,4,5
1a7096b272_15.mp4,o,1,3
8c8de3ceb3_47.mp4,c,1,3
6a10f8759a_5.mp4,c,2,3
e360674f8b_34.mp4,e,1,3
d858a95536_38.mp4,e,2,3
5f94648651_19.mp4,a,0,3
0b1b1a67eb_13.mp4,a,3,6
21ad80e26e_9.mp4,n,1,3
4d1a00e372_43.mp4,n,2,3
540c0cba0a_34.mp4,o,4,5
e8de8bb4d0_22.mp4,c,3,5
4fdf48c5b7_6.mp4,c,2,5
ba3c74f901_4.mp4,e,5,5
4fdf48c5b7_11.mp4,a,2,5
8672769492_8.mp4,a,3,5
8672769492_32.mp4,n,2,5
90fa235810_14.mp4,n,3,10
c2169a4997_3.mp4,o,3,5
2630e932f0_24.mp4,o,5,10
c651eb1676_56.mp4,c,2,5
90fa235810_2.mp4,e,1,5
84fecd8025_10.mp4,e,4,5
1b3d1fb598_23.mp4,a,5,5
90fa235810_10.mp4,a,0,5
3fb0a97a52_2.mp4,n,1,5
e8477b04ec_36.mp4,o,2,5
d101e676ba_18.mp4,c,5,5
99a718fbeb_6.mp4,e,1,5
f1f80e5aa0_14.mp4,e,4,5
d858a95536_11.mp4,a,4,5
7bd0303cc6_34.mp4,a,1,5
db8c3db135_1.mp4,n,2,5
a6d5d38e52_1.mp4,n,3,5
ee966ce916_10.mp4,o,0,5
04ce952d75_52.mp4,c,2,5
9d22732682_36.mp4,c,5,10
8c8de3ceb3_13.mp4,e,13,15
0a6455dbb0_20.mp4,a,0,5
dfbe16e76b_11.mp4,n,3,5
3fb0a97a52_15.mp4,n,2,5
4c08eeaf99_86.mp4,o,1,5
1b3d1fb598_1.mp4,o,4,5
dfbe16e76b_14.mp4,c,3,5
4fdf48c5b7_39.mp4,c,2,5
d858a95536_51.mp4,e,0,5
5783b084a8_11.mp4,e,5,5
62c05bb425_5.mp4,a,1,5
8672769492_37.mp4,n,5,5
8ef33e0102_17.mp4,o,2,4
2fc379ac56_3.mp4,o,2,4
2197da9321_9.mp4,c,2,4
9928319982_15.mp4,c,5,8
d858a95536_48.mp4,e,1,4
0a6455dbb0_6.mp4,e,3,4
17becab0e7_14.mp4,a,1,4
1e93810269_2.mp4,a,3,4
0a6455dbb0_94.mp4,n,1,4
803f00292c_2.mp4,n,3,4
0a6455dbb0_67.mp4,o,1,5
404cb61dd9_1.mp4,o,4,5
40bc55eee3_9.mp4,c,2,5
24c1c7e0d3_17.mp4,c,3,5
720fccf6b1_77.mp4,e,0,5
8172b14d94_1.mp4,e,5,5
222c522dd4_25.mp4,a,4,5
7bd0303cc6_18.mp4,a,1,5
dfbe16e76b_41.mp4,n,2,5
e8de8bb4d0_34.mp4,n,3,5
36348f998e_5.mp4,o,2,5
40bc55eee3_8.mp4,c,3,5
fd4c232a11_2.mp4,e,2,5
8c8de3ceb3_16.mp4,e,3,5
5485a1453e_17.mp4,a,2,5
7bd0303cc6_57.mp4,n,4,5
0a6455dbb0_14.mp4,n,1,5
3aabfe0590_18.mp4,o,3,5
2cb5b3df8d_2.mp4,c,3,5
e893ca6146_6.mp4,e,4,5
392b9627d1_9.mp4,e,1,5
4d1a00e372_43.mp4,a,3,10
5b826163ee_1.mp4,a,5,5
8d0ee9e27f_18.mp4,n,2,5
9369d89203_3.mp4,n,3,5
8c8de3ceb3_16.mp4,o,1,5
98040a6a3b_2.mp4,o,4,5
c651eb1676_52.mp4,c,1,5
dfbe16e76b_31.mp4,c,4,5
0b1b1a67eb_18.mp4,e,1,5
dad8f52d67_7.mp4,a,3,5
5990ff1239_24.mp4,a,2,5
0e90f800ce_5.mp4,n,3,5
2cb5b3df8d_16.mp4,n,2,5
b056ba1559_7.mp4,o,6,9
4fdf48c5b7_23.mp4,o,1,5
04ce952d75_11.mp4,c,1,5
3eeda30ea0_17.mp4,c,4,5
86410175f1_24.mp4,e,2,5
f2d95ed15e_67.mp4,a,1,5
540c0cba0a_52.mp4,a,4,5
1e93810269_5.mp4,n,2,5
0601b6267e_3.mp4,o,3,4
8697cd1090_6.mp4,o,1,4
ff2f622b24_9.mp4,c,1,4
954d841dcb_8.mp4,e,3,4
3a1838f3bb_5.mp4,a,2,4
f2d95ed15e_86.mp4,a,2,4
a2dd854c9c_19.mp4,n,2,4
7bd0303cc6_34.mp4,n,2,4
4c08eeaf99_148.mp4,o,2,5
ca8d046ddd_5.mp4,o,3,5
97ab48dd55_5.mp4,c,2,5
2fc379ac56_2.mp4,c,3,5
d858a95536_28.mp4,e,0,5
3eeda30ea0_10.mp4,e,5,5
4c08eeaf99_17.mp4,a,2,5
4c08eeaf99_78.mp4,n,0,5
5990ff1239_31.mp4,n,5,5
0a6455dbb0_136.mp4,o,2,5
ef2f7d7dbf_18.mp4,c,2,5
3aabfe0590_16.mp4,c,3,5
ef2f7d7dbf_75.mp4,e,1,5
81ef830580_53.mp4,e,4,5
dfbe16e76b_38.mp4,a,3,5
4fdf48c5b7_11.mp4,n,4,5
b573489dbe_6.mp4,n,1,5
9471a6fc08_2.mp4,o,1,5
720fccf6b1_68.mp4,c,1,5
4fdf48c5b7_53.mp4,c,4,5
2630e932f0_18.mp4,e,3,5
b060020015_6.mp4,e,3,10
40bb63a7fd_9.mp4,a,4,5
dabac09516_5.mp4,a,1,5
d471c3cc18_1.mp4,n,0,5
8672769492_61.mp4,n,5,5
97ab48dd55_13.mp4,c,1,4
a2dd854c9c_26.mp4,e,1,4
0a6455dbb0_112.mp4,e,3,4
480f40cc10_21.mp4,a,2,4
392b9627d1_11.mp4,n,3,4
4274b5c7b4_96.mp4,n,1,4
67bda42b8b_18.mp4,o,2,4
b8a4c17fbe_5.mp4,c,1,4
e5124f7ead_4.mp4,c,3,4
392b9627d1_10.mp4,e,3,4
e360674f8b_41.mp4,a,0,4
e8477b04ec_28.mp4,a,4,4
c651eb1676_97.mp4,n,1,4
1e93810269_16.mp4,n,3,4
f410feada7_8.mp4,o,1,5
2630e932f0_63.mp4,c,1,5
c651eb1676_163.mp4,e,3,5
2cb5b3df8d_50.mp4,a,2,5
81ef830580_31.mp4,a,3,5
0e90f800ce_34.mp4,n,3,5
f2d95ed15e_20.mp4,n,2,5
75a16abfea_1.mp4,o,3,5
2457d01ae7_8.mp4,o,2,5
f7c3f8989b_6.mp4,c,2,5
d471c3cc18_15.mp4,c,3,5
4fdabf2807_2.mp4,a,2,5
2cb5b3df8d_15.mp4,a,3,5
0a6455dbb0_20.mp4,n,2,5
f8ade0f42f_1.mp4,o,3,4
f2d95ed15e_42.mp4,o,1,4
6e8b99814c_7.mp4,c,1,4
7bd0303cc6_34.mp4,c,3,4
dfbe16e76b_19.mp4,e,0,4
323d340cd3_8.mp4,a,1,4
1e93810269_20.mp4,a,3,4
222c522dd4_25.mp4,n,1,4
720fccf6b1_86.mp4,n,3,4
0a6455dbb0_37.mp4,o,2,3
0a6455dbb0_11.mp4,c,1,3
4fdf48c5b7_69.mp4,e,1,3
7bd0303cc6_35.mp4,e,2,3
6e8b99814c_25.mp4,a,3,3
40bb63a7fd_69.mp4,n,1,3
